Task,DistCategory,ParamName,ParamValue,Distribution,Policy,Mean,Mean_Std,CVaR10,CVaR10_Std,Min,Min_Std
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.0,Langevin (Noise=0.0001) | Gradient Scale=0.0,RSDR (β=-30),793.1389694213867,6.038358558686445,647.8901062011719,5.877179339071778,430.2445983886719,21.721176245567158
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.001,Langevin (Noise=0.0001) | Gradient Scale=0.001,UDR,839.8110427856445,4.539266207119773,534.3605804443359,15.421750506402645,250.46534156799316,34.40270121523473
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.001,Langevin (Noise=0.0001) | Gradient Scale=0.001,RSDR (β=-10),836.3602752685547,4.422390742473077,575.151237487793,18.687200590723457,317.8697052001953,22.274411625657947
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.001,Langevin (Noise=0.0001) | Gradient Scale=0.001,RSDR (β=-20),823.6978073120117,4.031609019341126,590.7937240600586,6.785839299873957,339.78268814086914,27.622469699066052
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.001,Langevin (Noise=0.0001) | Gradient Scale=0.001,RSDR (β=-30),779.8014068603516,5.913891744853213,592.5727691650391,8.116795717920555,336.5649604797363,19.955683548673495
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.005,Langevin (Noise=0.0001) | Gradient Scale=0.005,RSDR (β=-10),794.3787002563477,6.492914355737854,496.9616928100586,24.72799054392227,269.9485607147217,32.74447451083851
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.005,Langevin (Noise=0.0001) | Gradient Scale=0.005,UDR,793.4757461547852,5.49879147626339,439.9509925842285,18.559135297696905,225.67184257507324,22.360580396726426
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.005,Langevin (Noise=0.0001) | Gradient Scale=0.005,RSDR (β=-20),784.247932434082,4.942002350058871,521.5979652404785,11.573631125100878,295.56315994262695,26.01024124955855
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.005,Langevin (Noise=0.0001) | Gradient Scale=0.005,RSDR (β=-30),744.5722045898438,5.6702869540355465,530.0829658508301,11.980534215008923,314.6081733703613,18.8409562462268
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.01,Langevin (Noise=0.0001) | Gradient Scale=0.01,RSDR (β=-10),781.7106399536133,7.153249130704509,473.118595123291,25.734463930769977,266.0445976257324,23.10158164479024
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.01,Langevin (Noise=0.0001) | Gradient Scale=0.01,UDR,778.7951736450195,6.064548383065795,411.46048736572266,20.049717503338734,213.50299263000488,24.763034944613775
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.01,Langevin (Noise=0.0001) | Gradient Scale=0.01,RSDR (β=-20),772.7675323486328,5.278258565189537,499.18880462646484,13.78273752228827,286.8910369873047,24.312645336011073
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.01,Langevin (Noise=0.0001) | Gradient Scale=0.01,RSDR (β=-30),734.7353286743164,5.645404222899121,508.9547805786133,12.352236162417334,299.50268173217773,9.164952125470258
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.05,Langevin (Noise=0.0001) | Gradient Scale=0.05,RSDR (β=-10),750.8112869262695,8.48689426845091,452.5082893371582,26.000529512895994,279.64148712158203,21.115416673206603
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.05,Langevin (Noise=0.0001) | Gradient Scale=0.05,RSDR (β=-20),744.432731628418,6.1599900681520925,481.48086166381836,14.586843161630568,295.6937370300293,16.97624727760741
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.05,Langevin (Noise=0.0001) | Gradient Scale=0.05,UDR,743.5898208618164,7.09230771348012,385.3795852661133,21.781489768763464,222.21740531921387,25.984248611290894
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.05,Langevin (Noise=0.0001) | Gradient Scale=0.05,RSDR (β=-30),711.6162948608398,5.783963068949189,495.70320892333984,14.367712611373635,305.6780128479004,22.716359950085177
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.1,Langevin (Noise=0.0001) | Gradient Scale=0.1,RSDR (β=-10),751.153450012207,8.565943165733058,494.2542152404785,26.25429841917661,321.85594940185547,30.321317486516204
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.1,Langevin (Noise=0.0001) | Gradient Scale=0.1,RSDR (β=-20),744.9569702148438,6.281423551204406,523.9430465698242,12.997158209726766,345.9877395629883,21.5534635443582
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.1,Langevin (Noise=0.0001) | Gradient Scale=0.1,UDR,743.3162612915039,7.504477829882418,428.29633712768555,21.7709646834441,250.37330627441406,29.760820179000753
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.1,Langevin (Noise=0.0001) | Gradient Scale=0.1,RSDR (β=-30),714.7613143920898,6.376855052785164,537.8224334716797,15.267405645728893,370.55493545532227,25.8454491452998
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.5,Langevin (Noise=0.0001) | Gradient Scale=0.5,UDR,858.9740142822266,4.28305858205854,807.0294418334961,7.494662357094965,690.4744033813477,21.599962345894788
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.5,Langevin (Noise=0.0001) | Gradient Scale=0.5,RSDR (β=-10),855.025260925293,5.422099005038784,810.5338134765625,12.22022423980287,691.1727600097656,26.354797160618528
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.5,Langevin (Noise=0.0001) | Gradient Scale=0.5,RSDR (β=-20),846.179443359375,5.565282498414884,802.4492645263672,10.837498046242324,695.7805099487305,29.38364668696041
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,0.5,Langevin (Noise=0.0001) | Gradient Scale=0.5,RSDR (β=-30),811.28173828125,10.852928273454234,763.9471969604492,15.50494772842394,672.4710540771484,23.25073354783353
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,1.0,Langevin (Noise=0.0001) | Gradient Scale=1.0,UDR,812.5369415283203,8.353603511565494,680.0661163330078,17.536773591724113,442.34893798828125,34.18677085725759
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,1.0,Langevin (Noise=0.0001) | Gradient Scale=1.0,RSDR (β=-10),804.8504104614258,8.588560511725788,676.6404342651367,22.54305586268491,458.3653869628906,27.826259023589888
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,1.0,Langevin (Noise=0.0001) | Gradient Scale=1.0,RSDR (β=-20),784.7399139404297,11.97393099903615,657.3905487060547,24.69662152219617,426.8658676147461,29.948114550050235
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,1.0,Langevin (Noise=0.0001) | Gradient Scale=1.0,RSDR (β=-30),743.179801940918,14.340857253724788,630.2733306884766,21.887787555260353,424.557559967041,26.12809582636075
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,2.0,Langevin (Noise=0.0001) | Gradient Scale=2.0,UDR,757.9904556274414,11.368195264259864,586.08544921875,14.679818050625977,410.35205078125,14.733694035005772
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,2.0,Langevin (Noise=0.0001) | Gradient Scale=2.0,RSDR (β=-10),753.5738220214844,11.249582343825866,584.5363616943359,22.279691900918063,401.90545654296875,18.81032730059197
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,2.0,Langevin (Noise=0.0001) | Gradient Scale=2.0,RSDR (β=-20),736.3617782592773,13.23523486505177,567.5172348022461,20.656526956669506,390.4770622253418,20.039777605108334
WalkerWalk,Langevin (Noise=0.0001),Gradient Scale,2.0,Langevin (Noise=0.0001) | Gradient Scale=2.0,RSDR (β=-30),701.6342849731445,15.651913428699457,551.7862930297852,16.636082003854803,388.56360244750977,17.44470660259481
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.001,Langevin (Noise=0.0005) | Gradient Scale=0.001,UDR,840.3877563476562,4.525491723123733,536.0455703735352,15.453444026317298,251.89684867858887,33.719227671236986
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.001,Langevin (Noise=0.0005) | Gradient Scale=0.001,RSDR (β=-10),836.8902053833008,4.376729693261116,576.3159484863281,18.54614172215944,327.2678031921387,19.517224211598645
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.001,Langevin (Noise=0.0005) | Gradient Scale=0.001,RSDR (β=-20),824.2166595458984,3.9982529971363894,591.8629608154297,6.884607090764927,346.6647262573242,23.628578373407112
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.001,Langevin (Noise=0.0005) | Gradient Scale=0.001,RSDR (β=-30),780.332893371582,5.90755720615075,593.5651245117188,8.162423525282856,353.2159996032715,19.96506417568356
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.005,Langevin (Noise=0.0005) | Gradient Scale=0.005,RSDR (β=-10),792.1042556762695,6.5292189642529195,495.1562957763672,24.769884813816503,271.5283489227295,33.68751495762508
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.005,Langevin (Noise=0.0005) | Gradient Scale=0.005,UDR,791.0330581665039,5.536124403365397,437.8573341369629,18.41636038183666,225.67512321472168,24.52189657255225
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.005,Langevin (Noise=0.0005) | Gradient Scale=0.005,RSDR (β=-20),782.0140151977539,4.963035812466472,519.8706283569336,11.653488216358465,291.4037628173828,26.364696095430066
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.005,Langevin (Noise=0.0005) | Gradient Scale=0.005,RSDR (β=-30),742.612060546875,5.718787399430918,528.555362701416,12.140775217258952,310.158016204834,19.558233705653294
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.01,Langevin (Noise=0.0005) | Gradient Scale=0.01,RSDR (β=-10),780.2523193359375,7.172973831074702,470.89881134033203,25.703961534078804,266.33569526672363,24.59318159609843
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.01,Langevin (Noise=0.0005) | Gradient Scale=0.01,UDR,777.1897354125977,6.095285313780928,408.9274787902832,19.984955708932887,213.29011726379395,25.327691911374536
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.01,Langevin (Noise=0.0005) | Gradient Scale=0.01,RSDR (β=-20),771.400276184082,5.311678131727597,497.2848243713379,13.741430020760086,287.68522453308105,26.143630786952567
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.01,Langevin (Noise=0.0005) | Gradient Scale=0.01,RSDR (β=-30),733.5441970825195,5.6646562260539035,507.1250686645508,12.629557181493528,297.2665481567383,13.590886878229938
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.05,Langevin (Noise=0.0005) | Gradient Scale=0.05,RSDR (β=-10),749.1388549804688,8.523476654753013,441.4886245727539,25.700890563175818,264.0239772796631,18.063691675664543
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.05,Langevin (Noise=0.0005) | Gradient Scale=0.05,RSDR (β=-20),742.8506469726562,6.219944893186411,470.5153923034668,14.851139523488925,281.2077407836914,19.5502090158124
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.05,Langevin (Noise=0.0005) | Gradient Scale=0.05,UDR,741.6722412109375,7.08700108786814,373.87428283691406,22.12243005864588,213.90340042114258,28.83547529622575
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.05,Langevin (Noise=0.0005) | Gradient Scale=0.05,RSDR (β=-30),709.8998031616211,5.820428527000167,485.04027557373047,14.797551695497482,292.36656951904297,23.03268522923188
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.1,Langevin (Noise=0.0005) | Gradient Scale=0.1,RSDR (β=-10),745.0615844726562,8.805535214361305,473.8081588745117,26.255796910653537,291.9680709838867,20.449324252708728
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.1,Langevin (Noise=0.0005) | Gradient Scale=0.1,RSDR (β=-20),739.301628112793,6.384693509969584,503.62768173217773,13.780822894301144,311.7265090942383,21.422761911724816
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.1,Langevin (Noise=0.0005) | Gradient Scale=0.1,UDR,736.5312652587891,7.545949405015094,405.2126770019531,22.572245063234554,235.25366592407227,30.008840862877417
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.1,Langevin (Noise=0.0005) | Gradient Scale=0.1,RSDR (β=-30),709.2550354003906,6.2300405970312625,518.4646530151367,15.60695233534079,326.8896827697754,26.296893794547394
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.5,Langevin (Noise=0.0005) | Gradient Scale=0.5,UDR,844.2357330322266,4.978904180373481,773.7260589599609,8.965391559358014,571.937858581543,25.993632260947237
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.5,Langevin (Noise=0.0005) | Gradient Scale=0.5,RSDR (β=-10),841.8022003173828,6.1434658151096055,782.5973815917969,13.704899143646136,618.1442260742188,41.77815799729977
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.5,Langevin (Noise=0.0005) | Gradient Scale=0.5,RSDR (β=-20),832.9214782714844,6.409905031948944,776.1780166625977,12.300173163069521,619.7018585205078,33.83468229385073
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,0.5,Langevin (Noise=0.0005) | Gradient Scale=0.5,RSDR (β=-30),799.9540939331055,11.37627755404075,744.1241683959961,17.835351620866366,618.2631683349609,46.378088579535515
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,1.0,Langevin (Noise=0.0005) | Gradient Scale=1.0,UDR,795.6406631469727,9.215324836771075,642.0189056396484,17.448533908487583,457.3886260986328,22.891794020565392
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,1.0,Langevin (Noise=0.0005) | Gradient Scale=1.0,RSDR (β=-10),788.1915283203125,9.835085312756965,639.0085830688477,25.64228684103409,455.88244247436523,29.59616778296261
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,1.0,Langevin (Noise=0.0005) | Gradient Scale=1.0,RSDR (β=-20),767.3224792480469,12.951754425237874,619.1684799194336,25.46326731703873,437.1913528442383,28.74720154319328
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,1.0,Langevin (Noise=0.0005) | Gradient Scale=1.0,RSDR (β=-30),727.6373443603516,14.39467830620853,597.9456100463867,20.86425916990542,427.438663482666,24.66656387494358
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,2.0,Langevin (Noise=0.0005) | Gradient Scale=2.0,UDR,744.6825103759766,11.750391517950503,563.6724166870117,14.532649307064673,379.86632919311523,24.4742539232873
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,2.0,Langevin (Noise=0.0005) | Gradient Scale=2.0,RSDR (β=-10),740.9326629638672,12.08047949574978,563.3715133666992,22.91101454061319,389.5952339172363,16.036348609437113
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,2.0,Langevin (Noise=0.0005) | Gradient Scale=2.0,RSDR (β=-20),724.1999816894531,13.304193594460918,544.955997467041,19.718449060632256,377.90365982055664,17.86646192180608
WalkerWalk,Langevin (Noise=0.0005),Gradient Scale,2.0,Langevin (Noise=0.0005) | Gradient Scale=2.0,RSDR (β=-30),691.0115127563477,15.442098668673442,532.1863861083984,15.555770146199913,377.2978324890137,29.13663910502024
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,UDR,841.4096527099609,4.525514867748784,539.079963684082,15.406364155935375,255.49084854125977,29.43640489809419
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,RSDR (β=-10),837.93994140625,4.355756493117068,579.2240753173828,18.574858088895812,332.83763122558594,28.84248169534211
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,RSDR (β=-20),825.2372970581055,3.9664352880506777,594.2148208618164,6.810078210470628,350.7385711669922,16.87811256792684
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,RSDR (β=-30),781.2956924438477,5.933474401461053,595.6106033325195,7.947203785310324,359.1894989013672,17.167411884452797
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,RSDR (β=-10),790.9406127929688,6.546960156772869,495.64356994628906,24.66876096726145,273.0128746032715,33.165647589347024
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,UDR,789.8145523071289,5.563153843020906,438.13829803466797,18.290888526450924,226.75202178955078,26.68235693182938
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,RSDR (β=-20),780.8833923339844,4.966828435406785,520.209285736084,11.644304510028569,291.4372081756592,25.692255098671858
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,RSDR (β=-30),741.6354904174805,5.6822112505534,528.8099060058594,12.282136872845122,312.0502700805664,23.528793133342564
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-10),778.3156280517578,7.245022439918802,469.62841033935547,25.73212750171831,269.95251083374023,23.638168319922485
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,UDR,775.0129241943359,6.130657385544901,407.23037338256836,20.196212628192797,215.1823215484619,25.343849215872208
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-20),769.5337905883789,5.3448592506101535,496.26646423339844,13.814519547133969,289.967529296875,24.462247550134585
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-30),731.9472122192383,5.595383130608653,505.82007598876953,12.694209696213218,296.6428337097168,9.072068512158234
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-10),747.5137023925781,8.597275501126214,434.2679023742676,25.42657473069718,259.10376930236816,17.89046248726939
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-20),741.3277816772461,6.253959352259016,463.2405891418457,14.999547513749524,282.20539474487305,21.71966828236069
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,UDR,739.969123840332,7.118002679941838,366.8353614807129,22.057304481907835,207.7074737548828,27.030259945973768
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-30),708.3982467651367,5.749005000099415,477.70623779296875,14.823067119036605,278.9606533050537,13.460377050404079
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-10),740.9225158691406,8.99649674534325,458.1353073120117,25.749677756560537,274.6001796722412,19.73220323064329
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-20),735.4120330810547,6.475235374730939,487.574275970459,14.355049187977984,298.83924102783203,16.70856000034
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,UDR,731.9742126464844,7.647575007289268,388.8105888366699,22.815780175252847,225.20843887329102,25.648418155960147
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-30),705.4251098632812,6.180578983888813,503.1922073364258,15.828171005574847,316.97168350219727,23.951264194355346
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-10),822.0587768554688,7.014017789586238,734.2697677612305,15.63328610318465,481.35082244873047,52.135654241105165
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,UDR,822.0431442260742,6.1595648389474915,718.6587295532227,12.363605065456829,460.33861923217773,45.10251153568816
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-20),812.9006958007812,7.446427501454673,728.9472198486328,13.631322710036132,463.00825119018555,34.29777556307719
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-30),782.8635559082031,11.970222052965477,707.3996429443359,19.26523298503085,467.3941535949707,25.46642115080017
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,UDR,779.4475326538086,9.718629882527573,614.2220458984375,15.55882911704029,418.2719917297363,20.87591650426349
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-10),772.539909362793,10.350060394877874,612.6616287231445,23.372869369381515,408.6343421936035,11.849979388191322
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-20),751.5058288574219,13.175517309789885,592.596809387207,21.96777477699876,405.76386642456055,31.96226295046593
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-30),713.2979049682617,14.069431059669206,573.5340728759766,17.937550866099492,396.9776268005371,30.09817524363424
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,UDR,736.8662414550781,11.66760363832074,554.608512878418,13.154753395272369,399.26173400878906,23.482551486040467
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-10),733.372917175293,11.819125582181377,554.5995864868164,20.999951413819364,408.7885971069336,25.810472560095914
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-20),716.3766479492188,13.251210801227895,535.8865737915039,18.32553286758491,396.0187873840332,23.164668384457077
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-30),684.1985778808594,14.984541105166667,524.5865058898926,14.908456872119537,373.61754989624023,24.19548228172144
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,UDR,855.5859603881836,4.183975829707185,630.726188659668,13.714151511770444,331.2839698791504,39.36054563665688
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-10),851.0551452636719,3.750792628577711,658.989616394043,15.451266893309906,428.2197685241699,27.33018715488232
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-20),837.7298049926758,3.793933418608461,668.8766860961914,4.850715014068912,441.50831604003906,26.32853695501787
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-30),792.4836349487305,5.853282421721382,661.549560546875,6.388794296483009,472.80406188964844,31.389123320518973
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,UDR,849.0049896240234,4.341426071916455,596.5717697143555,14.609980148307411,284.3736743927002,39.18107858008768
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-10),845.1190490722656,4.057035297829408,629.8505477905273,17.139439151737047,360.4652214050293,26.735668824029787
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-20),832.1282501220703,3.9144793926282615,642.3011932373047,5.74954987270306,393.2993698120117,26.518169400732724
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-30),787.6478042602539,5.7877755607986625,639.4900131225586,7.418602901432521,410.1022758483887,35.556193861273385
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,UDR,817.1084671020508,5.047165424634721,484.6632881164551,17.965691963286314,247.1574249267578,36.19102028437174
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-10),816.3660049438477,5.468101379803722,536.7390022277832,22.983143979868636,306.46300506591797,22.505340653327867
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-20),804.9234619140625,4.488891594197218,557.9779586791992,10.225960865868696,323.20333099365234,23.087363005834632
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-30),763.525146484375,5.567626403376998,564.3818206787109,10.786718228944359,332.0069580078125,23.0890946530268
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-10),790.2222061157227,6.7604759781821215,492.9877586364746,25.713416569197513,285.5099124908447,26.772937050398767
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,UDR,788.0234832763672,5.801840784200817,433.63329696655273,19.920610009756913,234.7975025177002,33.36668183924124
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-20),780.6199569702148,5.063630220270267,518.6509666442871,12.677864917677454,298.8966865539551,24.43837602457931
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-30),742.1031341552734,5.510539010543678,527.4215316772461,12.426508791399026,312.31712341308594,24.55885900811263
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-10),747.7361373901367,8.653980863102932,433.692928314209,25.778159112614677,258.73887062072754,19.07712176139426
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-20),741.4265823364258,6.245152528410608,462.4721984863281,15.363202390261062,280.4076461791992,19.344447368734922
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,UDR,739.9793395996094,7.028927332983868,366.29227447509766,22.09452946623335,211.22532081604004,29.283282122362344
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-30),708.535514831543,5.706328973133361,476.3323554992676,15.030284266727413,282.7505168914795,16.926377474933723
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-10),730.7486724853516,9.437078736781723,426.61370849609375,25.592339192251643,257.1227722167969,17.99164672890021
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-20),725.8805160522461,6.859245873260216,455.73155975341797,16.431971089939612,278.70936584472656,18.368268159091663
